quantity,unit,unit_price,total_price,man_country,supplier,year,category
2,ct,21.0,42.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
8,oz,13.0,104.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
2,cans,55.0,110.0,United States,MAESA SAS,2014,Energy/Protein
10,ct,18.0,180.0,Lithuania,BIGSO AB,2014,Healthy
6,bags,17.0,102.0,India,Indo Count Industries Ltd,2014,Chips
10,bottles,14.0,140.0,Finland,HARDFORD AB,2014,Juice
2,ct,15.0,30.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
11,bottles,14.0,154.0,Finland,HARDFORD AB,2014,Juice
8,bags,17.0,136.0,India,Indo Count Industries Ltd,2014,Chips
4,pk,15.0,60.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
11,ct,21.0,231.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
2,cans,55.0,110.0,United States,MAESA SAS,2014,Energy/Protein
11,pk,15.0,165.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
1,oz,13.0,13.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
9,ct,15.0,135.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
11,bottles,14.0,154.0,Finland,HARDFORD AB,2014,Juice
1,cans,55.0,55.0,United States,MAESA SAS,2014,Energy/Protein
11,pk,15.0,165.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
9,ct,18.0,162.0,Lithuania,BIGSO AB,2014,Healthy
4,ct,21.0,84.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
4,oz,13.0,52.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
5,bottles,14.0,70.0,Finland,HARDFORD AB,2014,Juice
1,ct,21.0,21.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
7,ct,18.0,126.0,Lithuania,BIGSO AB,2014,Healthy
5,ct,15.0,75.0,Lithuania,BIGSO AB,2014,Juice
5,ct,15.0,75.0,Lithuania,BIGSO AB,2014,Juice
4,ct,15.0,60.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
2,bottles,14.0,28.0,Finland,HARDFORD AB,2014,Juice
1,ct,15.0,15.0,Lithuania,BIGSO AB,2014,Juice
2,ct,21.0,42.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
9,oz,13.0,117.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
2,cans,6.75,13.5,India,Indo Count Industries Ltd,2014,Soda
3,ct,21.0,63.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
6,ct,21.0,126.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
8,bags,17.0,136.0,India,Indo Count Industries Ltd,2014,Chips
7,ct,21.0,147.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
3,oz,13.0,39.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
2,ct,15.0,30.0,Lithuania,BIGSO AB,2014,Juice
1,cans,6.75,6.75,India,Indo Count Industries Ltd,2014,Soda
5,cans,6.75,33.75,India,Indo Count Industries Ltd,2014,Soda
8,bags,17.0,136.0,India,Indo Count Industries Ltd,2014,Chips
7,ct,18.0,126.0,Lithuania,BIGSO AB,2014,Healthy
10,cans,6.75,67.5,India,Indo Count Industries Ltd,2014,Soda
11,cans,55.0,605.0,United States,MAESA SAS,2014,Energy/Protein
10,ct,15.0,150.0,Lithuania,BIGSO AB,2014,Juice
1,ct,21.0,21.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
2,pk,15.0,30.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
7,bags,17.0,119.0,India,Indo Count Industries Ltd,2014,Chips
11,ct,15.0,165.0,Lithuania,BIGSO AB,2014,Juice
2,cans,6.75,13.5,India,Indo Count Industries Ltd,2014,Soda
10,ct,21.0,210.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
5,cans,6.75,33.75,India,Indo Count Industries Ltd,2014,Soda
8,cans,6.75,54.0,India,Indo Count Industries Ltd,2014,Soda
11,pk,15.0,165.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
3,ct,15.0,45.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
6,cans,55.0,330.0,United States,MAESA SAS,2014,Energy/Protein
11,ct,21.0,231.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
11,bags,17.0,187.0,India,Indo Count Industries Ltd,2014,Chips
2,cans,6.75,13.5,India,Indo Count Industries Ltd,2014,Soda
10,ct,18.0,180.0,Lithuania,BIGSO AB,2014,Healthy
11,bags,17.0,187.0,India,Indo Count Industries Ltd,2014,Chips
10,ct,21.0,210.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
2,ct,21.0,42.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
4,cans,55.0,220.0,United States,MAESA SAS,2014,Energy/Protein
1,oz,13.0,13.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
9,ct,21.0,189.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
10,cans,55.0,550.0,United States,MAESA SAS,2014,Energy/Protein
6,bags,17.0,102.0,India,Indo Count Industries Ltd,2014,Chips
1,pk,15.0,15.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
9,ct,18.0,162.0,Lithuania,BIGSO AB,2014,Healthy
10,ct,15.0,150.0,Lithuania,BIGSO AB,2014,Juice
9,ct,15.0,135.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
5,bottles,14.0,70.0,Finland,HARDFORD AB,2014,Juice
5,ct,21.0,105.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
2,cans,55.0,110.0,United States,MAESA SAS,2014,Energy/Protein
6,oz,13.0,78.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
4,cans,55.0,220.0,United States,MAESA SAS,2014,Energy/Protein
2,ct,21.0,42.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
3,pk,15.0,45.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
7,pk,15.0,105.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
6,pk,15.0,90.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
5,bottles,14.0,70.0,Finland,HARDFORD AB,2014,Juice
9,bags,17.0,153.0,India,Indo Count Industries Ltd,2014,Chips
3,ct,15.0,45.0,Lithuania,BIGSO AB,2014,Juice
1,ct,21.0,21.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
10,pk,15.0,150.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
7,ct,15.0,105.0,Lithuania,BIGSO AB,2014,Juice
3,bottles,14.0,42.0,Finland,HARDFORD AB,2014,Juice
3,ct,15.0,45.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
8,ct,15.0,120.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
1,ct,15.0,15.0,Lithuania,BIGSO AB,2014,Juice
10,bottles,14.0,140.0,Finland,HARDFORD AB,2014,Juice
10,bottles,14.0,140.0,Finland,HARDFORD AB,2014,Juice
5,ct,21.0,105.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
6,bottles,14.0,84.0,Finland,HARDFORD AB,2014,Juice
10,pk,15.0,150.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
8,ct,18.0,144.0,Lithuania,BIGSO AB,2014,Healthy
3,bottles,14.0,42.0,Finland,HARDFORD AB,2014,Juice
6,bottles,14.0,84.0,Finland,HARDFORD AB,2014,Juice
6,ct,18.0,108.0,Lithuania,BIGSO AB,2014,Healthy
2,ct,18.0,36.0,Lithuania,BIGSO AB,2014,Healthy
8,pk,15.0,120.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
2,ct,21.0,42.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
6,ct,18.0,108.0,Lithuania,BIGSO AB,2014,Healthy
11,bags,17.0,187.0,India,Indo Count Industries Ltd,2014,Chips
2,pk,15.0,30.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
8,bags,17.0,136.0,India,Indo Count Industries Ltd,2014,Chips
5,cans,6.75,33.75,India,Indo Count Industries Ltd,2014,Soda
11,ct,21.0,231.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
6,ct,18.0,108.0,Lithuania,BIGSO AB,2014,Healthy
10,cans,55.0,550.0,United States,MAESA SAS,2014,Energy/Protein
11,ct,18.0,198.0,Lithuania,BIGSO AB,2014,Healthy
11,oz,13.0,143.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
2,ct,15.0,30.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
1,cans,55.0,55.0,United States,MAESA SAS,2014,Energy/Protein
4,ct,18.0,72.0,Lithuania,BIGSO AB,2014,Healthy
1,oz,13.0,13.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
6,cans,55.0,330.0,United States,MAESA SAS,2014,Energy/Protein
8,ct,15.0,120.0,Lithuania,BIGSO AB,2014,Juice
3,ct,15.0,45.0,Lithuania,BIGSO AB,2014,Juice
1,ct,21.0,21.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
7,ct,21.0,147.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
3,ct,18.0,54.0,Lithuania,BIGSO AB,2014,Healthy
7,ct,15.0,105.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
1,cans,55.0,55.0,United States,MAESA SAS,2014,Energy/Protein
6,bottles,14.0,84.0,Finland,HARDFORD AB,2014,Juice
1,oz,13.0,13.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
8,ct,15.0,120.0,Lithuania,BIGSO AB,2014,Juice
11,cans,55.0,605.0,United States,MAESA SAS,2014,Energy/Protein
1,cans,55.0,55.0,United States,MAESA SAS,2014,Energy/Protein
7,pk,15.0,105.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
11,pk,15.0,165.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
11,oz,13.0,143.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
8,pk,15.0,120.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
10,oz,13.0,130.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
2,ct,15.0,30.0,Lithuania,BIGSO AB,2014,Juice
2,cans,55.0,110.0,United States,MAESA SAS,2014,Energy/Protein
8,bottles,14.0,112.0,Finland,HARDFORD AB,2014,Juice
3,ct,15.0,45.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
2,ct,15.0,30.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
4,ct,21.0,84.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
11,pk,15.0,165.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
2,cans,6.75,13.5,India,Indo Count Industries Ltd,2014,Soda
3,ct,18.0,54.0,Lithuania,BIGSO AB,2014,Healthy
4,oz,13.0,52.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
6,bags,17.0,102.0,India,Indo Count Industries Ltd,2014,Chips
7,ct,18.0,126.0,Lithuania,BIGSO AB,2014,Healthy
2,cans,6.75,13.5,India,Indo Count Industries Ltd,2014,Soda
3,bottles,14.0,42.0,Finland,HARDFORD AB,2014,Juice
11,pk,15.0,165.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
4,bags,17.0,68.0,India,Indo Count Industries Ltd,2014,Chips
4,ct,21.0,84.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
9,ct,18.0,162.0,Lithuania,BIGSO AB,2014,Healthy
7,cans,55.0,385.0,United States,MAESA SAS,2014,Energy/Protein
9,cans,6.75,60.75,India,Indo Count Industries Ltd,2014,Soda
1,cans,55.0,55.0,United States,MAESA SAS,2014,Energy/Protein
1,bottles,14.0,14.0,Finland,HARDFORD AB,2014,Juice
11,bottles,14.0,154.0,Finland,HARDFORD AB,2014,Juice
8,cans,6.75,54.0,India,Indo Count Industries Ltd,2014,Soda
9,ct,18.0,162.0,Lithuania,BIGSO AB,2014,Healthy
6,cans,6.75,40.5,India,Indo Count Industries Ltd,2014,Soda
7,cans,55.0,385.0,United States,MAESA SAS,2014,Energy/Protein
10,bags,17.0,170.0,India,Indo Count Industries Ltd,2014,Chips
5,bags,17.0,85.0,India,Indo Count Industries Ltd,2014,Chips
4,bags,17.0,68.0,India,Indo Count Industries Ltd,2014,Chips
5,oz,13.0,65.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
4,ct,15.0,60.0,Lithuania,BIGSO AB,2014,Juice
6,cans,55.0,330.0,United States,MAESA SAS,2014,Energy/Protein
10,ct,21.0,210.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
4,oz,13.0,52.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
1,bags,17.0,17.0,India,Indo Count Industries Ltd,2014,Chips
2,cans,55.0,110.0,United States,MAESA SAS,2014,Energy/Protein
3,bottles,14.0,42.0,Finland,HARDFORD AB,2014,Juice
4,cans,55.0,220.0,United States,MAESA SAS,2014,Energy/Protein
6,ct,21.0,126.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
6,cans,55.0,330.0,United States,MAESA SAS,2014,Energy/Protein
9,cans,6.75,60.75,India,Indo Count Industries Ltd,2014,Soda
6,cans,6.75,40.5,India,Indo Count Industries Ltd,2014,Soda
10,ct,18.0,180.0,Lithuania,BIGSO AB,2014,Healthy
11,ct,18.0,198.0,Lithuania,BIGSO AB,2014,Healthy
7,bottles,14.0,98.0,Finland,HARDFORD AB,2014,Juice
11,ct,21.0,231.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
7,cans,6.75,47.25,India,Indo Count Industries Ltd,2014,Soda
4,bags,17.0,68.0,India,Indo Count Industries Ltd,2014,Chips
5,oz,13.0,65.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
7,oz,13.0,91.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
3,ct,18.0,54.0,Lithuania,BIGSO AB,2014,Healthy
10,cans,55.0,550.0,United States,MAESA SAS,2014,Energy/Protein
6,cans,55.0,330.0,United States,MAESA SAS,2014,Energy/Protein
5,ct,15.0,75.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
6,ct,18.0,108.0,Lithuania,BIGSO AB,2014,Healthy
11,bottles,14.0,154.0,Finland,HARDFORD AB,2014,Juice
5,ct,15.0,75.0,Lithuania,BIGSO AB,2014,Juice
4,ct,15.0,60.0,Lithuania,BIGSO AB,2014,Juice
8,bags,17.0,136.0,India,Indo Count Industries Ltd,2014,Chips
3,bottles,14.0,42.0,Finland,HARDFORD AB,2014,Juice
3,cans,55.0,165.0,United States,MAESA SAS,2014,Energy/Protein
1,ct,15.0,15.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
7,pk,15.0,105.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
7,cans,6.75,47.25,India,Indo Count Industries Ltd,2014,Soda
1,bottles,14.0,14.0,Finland,HARDFORD AB,2014,Juice
7,ct,15.0,105.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
1,pk,15.0,15.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
5,cans,55.0,275.0,United States,MAESA SAS,2014,Energy/Protein
10,bottles,14.0,140.0,Finland,HARDFORD AB,2014,Juice
11,cans,55.0,605.0,United States,MAESA SAS,2014,Energy/Protein
8,ct,15.0,120.0,Lithuania,BIGSO AB,2014,Juice
1,ct,18.0,18.0,Lithuania,BIGSO AB,2014,Healthy
11,cans,55.0,605.0,United States,MAESA SAS,2014,Energy/Protein
7,ct,15.0,105.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
1,cans,55.0,55.0,United States,MAESA SAS,2014,Energy/Protein
8,bags,17.0,136.0,India,Indo Count Industries Ltd,2014,Chips
3,oz,13.0,39.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
8,ct,15.0,120.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
2,ct,15.0,30.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
7,ct,15.0,105.0,Lithuania,BIGSO AB,2014,Juice
10,ct,15.0,150.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
1,bottles,14.0,14.0,Finland,HARDFORD AB,2014,Juice
7,bottles,14.0,98.0,Finland,HARDFORD AB,2014,Juice
6,bottles,14.0,84.0,Finland,HARDFORD AB,2014,Juice
1,ct,18.0,18.0,Lithuania,BIGSO AB,2014,Healthy
4,pk,15.0,60.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
10,bags,17.0,170.0,India,Indo Count Industries Ltd,2014,Chips
8,cans,6.75,54.0,India,Indo Count Industries Ltd,2014,Soda
8,ct,15.0,120.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
5,oz,13.0,65.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
2,ct,15.0,30.0,Lithuania,BIGSO AB,2014,Juice
1,ct,21.0,21.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
4,ct,15.0,60.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
1,ct,15.0,15.0,Lithuania,BIGSO AB,2014,Juice
10,pk,15.0,150.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
4,cans,55.0,220.0,United States,MAESA SAS,2014,Energy/Protein
7,ct,18.0,126.0,Lithuania,BIGSO AB,2014,Healthy
2,bags,17.0,34.0,India,Indo Count Industries Ltd,2014,Chips
8,pk,15.0,120.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
6,ct,15.0,90.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
8,bottles,14.0,112.0,Finland,HARDFORD AB,2014,Juice
7,cans,55.0,385.0,United States,MAESA SAS,2014,Energy/Protein
8,bags,17.0,136.0,India,Indo Count Industries Ltd,2014,Chips
10,pk,15.0,150.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
1,oz,13.0,13.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
5,pk,15.0,75.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
4,bottles,14.0,56.0,Finland,HARDFORD AB,2014,Juice
6,pk,15.0,90.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
3,bottles,14.0,42.0,Finland,HARDFORD AB,2014,Juice
6,cans,6.75,40.5,India,Indo Count Industries Ltd,2014,Soda
6,oz,13.0,78.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
8,cans,55.0,440.0,United States,MAESA SAS,2014,Energy/Protein
11,pk,15.0,165.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
5,ct,21.0,105.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
5,pk,15.0,75.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
4,ct,21.0,84.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
1,cans,6.75,6.75,India,Indo Count Industries Ltd,2014,Soda
8,ct,21.0,168.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
1,ct,18.0,18.0,Lithuania,BIGSO AB,2014,Healthy
3,ct,21.0,63.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
10,ct,15.0,150.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
5,ct,21.0,105.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
2,ct,18.0,36.0,Lithuania,BIGSO AB,2014,Healthy
10,pk,15.0,150.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Sweets
9,oz,13.0,117.0,Cambodia,NINGBO SEDUNO IMP & EXP CO.LTD,2014,Kitchen Supplies
7,ct,18.0,126.0,Lithuania,BIGSO AB,2014,Healthy
1,ct,21.0,21.0,Bangladesh,DENIMACH LTD,2014,Kitchen Supplies
4,ct,15.0,60.0,Lithuania,BIGSO AB,2014,Juice
